"Station Name","MOSSLEIGH AGCM"
"Province","ALBERTA"
"Latitude","50.67"
"Longitude","-113.35"
"Elevation","965.00"
"Climate Identifier","3034577"
"WMO Identifier","71057"
"TC Identifier","PML"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2012-04-01 00:00","2012","04","01","00:00","4.8","","0.1","","72","","","M","","M","","","","M","","","","","NA"
"2012-04-01 01:00","2012","04","01","01:00","3.2","","0.6","","83","","","M","","M","","","","M","","","","","NA"
"2012-04-01 02:00","2012","04","01","02:00","3.3","","0.2","","80","","","M","","M","","","","M","","","","","NA"
"2012-04-01 03:00","2012","04","01","03:00","2.6","","0.8","","88","","","M","","M","","","","M","","","","","NA"
"2012-04-01 04:00","2012","04","01","04:00","1.8","","0.3","","90","","","M","","M","","","","M","","","","","NA"
"2012-04-01 05:00","2012","04","01","05:00","0.5","","-0.5","","93","","","M","","M","","","","M","","","","","NA"
"2012-04-01 06:00","2012","04","01","06:00","0.8","","-0.7","","90","","","M","","M","","","","M","","","","","NA"
"2012-04-01 07:00","2012","04","01","07:00","2.3","","-1.2","","78","","","M","","M","","","","M","","","","","NA"
"2012-04-01 08:00","2012","04","01","08:00","2.2","","-0.2","","84","","","M","","M","","","","M","","","","","NA"
"2012-04-01 09:00","2012","04","01","09:00","4.8","","0.3","","73","","","M","","M","","","","M","","","","","NA"
"2012-04-01 10:00","2012","04","01","10:00","7.3","","0.1","","60","","","M","","M","","","","M","","","","","NA"
"2012-04-01 11:00","2012","04","01","11:00","7.2","","-0.1","","60","","","M","","M","","","","M","","","","","NA"
"2012-04-01 12:00","2012","04","01","12:00","9.1","","-1.5","","47","","","M","","M","","","","M","","","","","NA"
"2012-04-01 13:00","2012","04","01","13:00","9.7","","-2.7","","42","","","M","","M","","","","M","","","","","NA"
"2012-04-01 14:00","2012","04","01","14:00","8.8","","-3.8","","41","","","M","","M","","","","M","","","","","NA"
"2012-04-01 15:00","2012","04","01","15:00","8.3","","-4.3","","41","","","M","","M","","","","M","","","","","NA"
"2012-04-01 16:00","2012","04","01","16:00","8.2","","-4.2","","41","","","M","","M","","","","M","","","","","NA"
"2012-04-01 17:00","2012","04","01","17:00","6.8","","-4.6","","44","","","M","","M","","","","M","","","","","NA"
"2012-04-01 18:00","2012","04","01","18:00","5.6","","-5.2","","46","","","M","","M","","","","M","","","","","NA"
"2012-04-01 19:00","2012","04","01","19:00","3.7","","-4.4","","55","","","M","","M","","","","M","","","","","NA"
"2012-04-01 20:00","2012","04","01","20:00","3.0","","-4.3","","59","","","M","","M","","","","M","","","","","NA"
"2012-04-01 21:00","2012","04","01","21:00","2.0","","-4.8","","61","","","M","","M","","","","M","","","","","NA"
"2012-04-01 22:00","2012","04","01","22:00","-1.0","","-5.1","","74","","","M","","M","","","","M","","","","","NA"
"2012-04-01 23:00","2012","04","01","23:00","-4.1","","-6.7","","82","","","M","","M","","","","M","","","","","NA"
"2012-04-02 00:00","2012","04","02","00:00","-4.5","","-6.3","","87","","","M","","M","","","","M","","","","","NA"
"2012-04-02 01:00","2012","04","02","01:00","-2.2","","-4.4","","85","","","M","","M","","","","M","","","","","NA"
"2012-04-02 02:00","2012","04","02","02:00","-4.7","","-6.1","","90","","","M","","M","","","","M","","","","","NA"
"2012-04-02 03:00","2012","04","02","03:00","-6.1","","-7.0","","93","","","M","","M","","","","M","","","","","NA"
"2012-04-02 04:00","2012","04","02","04:00","-5.9","","-6.6","","95","","","M","","M","","","","M","","","","","NA"
"2012-04-02 05:00","2012","04","02","05:00","-5.0","","-5.6","","96","","","M","","M","","","","M","","","","","NA"
"2012-04-02 06:00","2012","04","02","06:00","-7.6","","-8.5","","93","","","M","","M","","","","M","","","","","NA"
"2012-04-02 07:00","2012","04","02","07:00","-3.2","","-5.4","","85","","","M","","M","","","","M","","","","","NA"
"2012-04-02 08:00","2012","04","02","08:00"
"2012-04-02 09:00","2012","04","02","09:00","3.6","","-1.7","","68","","","M","","M","","","","M","","","","","NA"
"2012-04-02 10:00","2012","04","02","10:00","6.1","","-4.7","","46","","","M","","M","","","","M","","","","","NA"
"2012-04-02 11:00","2012","04","02","11:00","8.4","","-9.2","","28","","","M","","M","","","","M","","","","","NA"
"2012-04-02 12:00","2012","04","02","12:00","9.5","","-11.1","","22","","","M","","M","","","","M","","","","","NA"
"2012-04-02 13:00","2012","04","02","13:00","9.5","","-13.1","","19","","","M","","M","","","","M","","","","","NA"
"2012-04-02 14:00","2012","04","02","14:00","10.5","","-13.5","","17","","","M","","M","","","","M","","","","","NA"
"2012-04-02 15:00","2012","04","02","15:00","11.0","","-13.4","","17","","","M","","M","","","","M","","","","","NA"
"2012-04-02 16:00","2012","04","02","16:00","11.5","","-13.7","","16","","","M","","M","","","","M","","","","","NA"
"2012-04-02 17:00","2012","04","02","17:00","11.6","","-12.9","","17","","","M","","M","","","","M","","","","","NA"
"2012-04-02 18:00","2012","04","02","18:00","11.2","","-11.3","","19","","","M","","M","","","","M","","","","","NA"
"2012-04-02 19:00","2012","04","02","19:00","5.1","","-10.0","","33","","","M","","M","","","","M","","","","","NA"
"2012-04-02 20:00","2012","04","02","20:00","2.4","","-8.6","","44","","","M","","M","","","","M","","","","","NA"
"2012-04-02 21:00","2012","04","02","21:00","3.5","","-8.1","","42","","","M","","M","","","","M","","","","","NA"
"2012-04-02 22:00","2012","04","02","22:00","2.8","","-7.6","","46","","","M","","M","","","","M","","","","","NA"
"2012-04-02 23:00","2012","04","02","23:00","2.1","","-7.4","","49","","","M","","M","","","","M","","","","","NA"
"2012-04-03 00:00","2012","04","03","00:00","-4.6","","-7.6","","80","","","M","","M","","","","M","","","","","NA"
"2012-04-03 01:00","2012","04","03","01:00","-5.4","","-8.0","","82","","","M","","M","","","","M","","","","","NA"
"2012-04-03 02:00","2012","04","03","02:00","-4.4","","-7.5","","79","","","M","","M","","","","M","","","","","NA"
"2012-04-03 03:00","2012","04","03","03:00","-5.1","","-7.9","","81","","","M","","M","","","","M","","","","","NA"
"2012-04-03 04:00","2012","04","03","04:00","-2.6","","-7.1","","71","","","M","","M","","","","M","","","","","NA"
"2012-04-03 05:00","2012","04","03","05:00","1.8","","-7.6","","50","","","M","","M","","","","M","","","","","NA"
"2012-04-03 06:00","2012","04","03","06:00","2.6","","-7.9","","46","","","M","","M","","","","M","","","","","NA"
"2012-04-03 07:00","2012","04","03","07:00","-0.1","","-6.7","","61","","","M","","M","","","","M","","","","","NA"
"2012-04-03 08:00","2012","04","03","08:00","7.3","","-8.0","","33","","","M","","M","","","","M","","","","","NA"
"2012-04-03 09:00","2012","04","03","09:00","10.5","","-9.0","","24","","","M","","M","","","","M","","","","","NA"
"2012-04-03 10:00","2012","04","03","10:00","12.9","","-9.6","","20","","","M","","M","","","","M","","","","","NA"
"2012-04-03 11:00","2012","04","03","11:00","14.0","","-9.3","","19","","","M","","M","","","","M","","","","","NA"
"2012-04-03 12:00","2012","04","03","12:00","16.1","","-11.0","","14","","","M","","M","","","","M","","","","","NA"
"2012-04-03 13:00","2012","04","03","13:00","16.6","","-11.9","","13","","","M","","M","","","","M","","","","","NA"
"2012-04-03 14:00","2012","04","03","14:00","17.3","","-11.9","","12","","","M","","M","","","","M","","","","","NA"
"2012-04-03 15:00","2012","04","03","15:00","17.7","","-12.6","","11","","","M","","M","","","","M","","","","","NA"
"2012-04-03 16:00","2012","04","03","16:00","16.3","","-12.6","","13","","","M","","M","","","","M","","","","","NA"
"2012-04-03 17:00","2012","04","03","17:00","15.5","","-11.7","","14","","","M","","M","","","","M","","","","","NA"
"2012-04-03 18:00","2012","04","03","18:00","14.6","","-10.8","","16","","","M","","M","","","","M","","","","","NA"
"2012-04-03 19:00","2012","04","03","19:00","12.3","","-9.3","","21","","","M","","M","","","","M","","","","","NA"
"2012-04-03 20:00","2012","04","03","20:00","10.9","","-7.4","","27","","","M","","M","","","","M","","","","","NA"
"2012-04-03 21:00","2012","04","03","21:00","9.4","","-7.6","","29","","","M","","M","","","","M","","","","","NA"
"2012-04-03 22:00","2012","04","03","22:00","7.6","","-7.5","","33","","","M","","M","","","","M","","","","","NA"
"2012-04-03 23:00","2012","04","03","23:00","6.8","","-6.7","","37","","","M","","M","","","","M","","","","","NA"
"2012-04-04 00:00","2012","04","04","00:00","7.5","","-7.1","","35","","","M","","M","","","","M","","","","","NA"
"2012-04-04 01:00","2012","04","04","01:00","4.6","","-6.3","","45","","","M","","M","","","","M","","","","","NA"
"2012-04-04 02:00","2012","04","04","02:00","-0.2","","-6.5","","62","","","M","","M","","","","M","","","","","NA"
"2012-04-04 03:00","2012","04","04","03:00","-1.7","","-6.2","","71","","","M","","M","","","","M","","","","","NA"
"2012-04-04 04:00","2012","04","04","04:00","-2.0","","-6.0","","74","","","M","","M","","","","M","","","","","NA"
"2012-04-04 05:00","2012","04","04","05:00","-1.7","","-5.3","","76","","","M","","M","","","","M","","","","","NA"
